Z,h,K,T,persistence,biomass,stability,diversity
10.0,2.0,0.16681005372000587,288.15,1.0,"[0.16681005344731115, 0.16619853673247298, 0.16619854580443086, 0.16654022509449048, 0.0036288180086855946, 0.1662475191949164, 1.2030033098571806e-6, 0.0026121236799601906, 0.0025703183510463728, 0.0007602613537900126, 0.005339094597979446, 0.006479635971396605, 0.01379893841099923, 0.16626799514955887, 0.004898452969271782, 0.006663807676767824, 0.040812290651062504, 0.1657745189487429, 0.03854316982088952, 0.007377500809299381]",-0.019876765159911734,0.7600462743072366
10.0,2.0,0.16681005372000587,293.15,0.95,"[0.16631056400515934, 0.16635779634001407, 0.16635779526704134, 0.1663395352186248, 0.001491337398370136, 0.16636051357969697, 0.0, 0.0006646123898309453, 0.0006555955317613134, 0.00037021022348871115, 0.0017327588213484333, 0.002228244471780536, 0.003318644020583054, 0.16636173568718476, 0.001462194630510712, 0.002597217684247063, 0.011663380170388081, 0.16637877803025078, 0.010730909684376113, 0.0022916506209532204]",-0.017680853897010972,0.7102241329880895
10.0,2.0,0.16681005372000587,298.15,0.95,"[0.16678897359208944, 0.166792579965566, 0.16679257843898013, 0.16679167089070218, 0.00010726813576303398, 0.16679308890236907, 0.0, 5.1587713894354526e-5, 5.1033593717481196e-5, 3.070062138799711e-5, 0.00024909822235357013, 0.0003552190404876537, 0.00027808888920411335, 0.16679331336483402, 0.00018887616465560915, 0.000507758546597115, 0.0013505923583175226, 0.16679331705357697, 0.0011474270837069545, 0.00030050236971721574]",-0.03234588111972767,0.669692626374473
10.0,2.0,0.16681005372000587,303.15,0.75,"[0.16681698403871975, 0.1668170499772685, 0.1668170493710444, 0.16681704894123697, 0.0, 0.1668170659560282, 0.0, 0.0, 0.0, 0.0, 1.1162486268133272e-5, 1.878953367400466e-5, 4.9943822766074044e-6, 0.16681706179931188, 7.303577395084607e-6, 3.719473028594531e-5, 4.237820911313219e-5, 0.16681696623119313, 3.104722861003428e-5, 1.1374328323695954e-5]",-0.044707542278550595,0.7190729759267719
10.0,2.0,0.2782559402207124,283.15,1.0,"[0.2782558060893187, 0.2503011744787018, 0.2503028310733782, 0.2731174631059839, 0.08029838161006507, 0.2660547832416063, 6.389158391466026e-5, 0.011689838786724208, 0.011488054653731945, 0.012011373642228197, 0.01252476929107348, 0.01412666940130779, 0.07308407949510225, 0.27172429355811717, 0.014235119895795376, 0.013046274298423687, 0.1320323237693504, 0.26578777831390255, 0.12607354703708873, 0.02043325847278174]",-0.011899254081246188,0.8301541676241614
10.0,2.0,0.2782559402207124,288.15,0.9944000000000001,"[0.27817562742549773, 0.2676633859036015, 0.26766338684346264, 0.276110435648684, 0.038298096424592816, 0.2746544680291845, 3.8868915912656693e-7, 0.00368816759852294, 0.003630591161743129, 0.0027295822882779765, 0.005135985216726776, 0.00617704923299477, 0.0406320251675799, 0.2761091046381117, 0.0059315998280725975, 0.006437933390090927, 0.05830609369787717, 0.2744191251438025, 0.04862847029262238, 0.008742683418356944]",-0.013825981478593152,0.7652248741694336
10.0,2.0,0.2782559402207124,293.15,0.95,"[0.23780361512561868, 0.23783344756381397, 0.2378334477606922, 0.2378163873789826, 0.30286428492088613, 0.23782194573210108, 0.0, 0.002653734866852718, 0.0026182098425256758, 0.020490547031943102, 0.0023547244459269537, 0.002860375337717689, 0.024055758428474412, 0.23781688119906133, 0.002573341848124438, 0.003119093783752054, 0.02744318474280286, 0.23782472142324104, 0.023562740435087562, 0.0041329187084794715]",-0.017220183258768368,0.7752602170002715
10.0,2.0,0.2782559402207124,298.15,0.95,"[0.21958965549508883, 0.21971381982827973, 0.21971381968143025, 0.21970002023674526, 0.438468999891592, 0.21970939725435587, 0.0, 0.05277167432166809, 0.05221236901688589, 0.10858482896144173, 0.0024541837107298005, 0.0025008546444725806, 0.10241664012597532, 0.21970573813060623, 0.0026610495098479273, 0.0021709663021624867, 0.04102908696105462, 0.21971278216346193, 0.05061343795961782, 0.005489097278823393]",-0.015415643947134934,0.8414768617549948
10.0,2.0,0.2782559402207124,303.15,0.95,"[0.23671743267547846, 0.23678094932144286, 0.23678094433335234, 0.23678080247573954, 0.3484654284156889, 0.23678086434881362, 0.0, 0.09323133428165876, 0.09252986487565054, 0.12453059346142939, 0.0005945972622927585, 0.0005636127474686713, 0.06643338792839688, 0.2367809995407399, 0.0006454695534663042, 0.00045544638052631947, 0.012812754400682032, 0.2367811126556736, 0.018459471131481574, 0.0016016009121428657]",-0.015735091311413957,0.83258034519871
10.0,2.0,0.4641588833612779,283.15,1.0,"[0.46415838512991314, 0.3031257928432384, 0.3031282699897638, 0.4269875199927981, 0.2393251818674498, 0.3874358310433591, 6.355744014036361e-5, 0.016324943204489847, 0.016066576330155874, 0.045155997919717354, 0.011533589100109478, 0.012782045681875054, 0.22008656420228462, 0.4351781170852084, 0.022133552509075352, 0.012167460994348834, 0.23853897876426577, 0.4144146371085278, 0.18598789119634668, 0.029157297252346]",-0.008766704918973262,0.8403282617147545
10.0,2.0,0.4641588833612779,288.15,0.9999499999999999,"[0.4641588831737935, 0.33512548763153727, 0.33512548874668874, 0.4325672520958838, 0.23338123510302947, 0.41321233606777436, 6.782796824627015e-7, 0.006974824566947996, 0.006877457444219639, 0.030130225395077873, 0.004568934328759187, 0.005346622703149743, 0.25147150071554586, 0.44695106132077095, 0.01465599745231754, 0.005883530457377389, 0.1978623830081765, 0.4382480526089931, 0.102719753259328, 0.020140945302401733]",-0.00783527597819192,0.8130897752706588
10.0,2.0,0.4641588833612779,293.15,0.95,"[0.26842088262262204, 0.26842086463354153, 0.2684208646335662, 0.26842087939835524, 0.2317257471041034, 0.26842087777563056, 0.0, 0.07358174576866607, 0.07283981616022892, 0.21252379806017047, 0.30232189349097227, 0.17684775337675016, 0.6002870103865414, 0.2684208812072671, 0.016930706515543837, 0.11533251409886627, 0.30866812757267287, 0.26842088046334245, 0.20306958946956452, 0.029185243467360365]",-0.018522551538811494,0.9397409732149054
10.0,2.0,0.4641588833612779,298.15,0.95,"[0.2924577676827969, 0.2924639519079641, 0.29246395187695134, 0.29245868783318285, 0.2501427739398439, 0.29245912478489827, 0.0, 0.1261736448582294, 0.12607633835609247, 0.25009965776543863, 0.8555255156129762, 0.3669494611552388, 0.12248974927816496, 0.2924581760230784, 0.02025396985092998, 0.4037885492095568, 0.2882349239549876, 0.2924584254042608, 0.22606632119975045, 0.04696618587696449]",-0.0051653376762008825,0.9376021032316305
10.0,2.0,0.4641588833612779,303.15,0.95,"[0.31627907857537413, 0.3162175232958963, 0.316217605045775, 0.31627862895762, 0.2786141865678689, 0.3162784273576097, 0.0, 0.12725186758975746, 0.1272494759885477, 0.27861416539969736, 1.0340620787886614, 0.3303096113110237, 0.09021076106264211, 0.3162788856074846, 0.021446007617487897, 0.5221721778990418, 0.22167535543846253, 0.3162787887154739, 0.18426100873545626, 0.07163747179846522]",-0.003570911128375125,0.9241316779180717
10.0,2.0,0.7742636826811271,283.15,1.0,"[0.7742620230385767, 0.34774144991700573, 0.3477447718363254, 0.6264131302223188, 0.322118689438046, 0.4687366311883761, 6.30875617726722e-5, 0.021292999028076267, 0.021015273399435947, 0.11635091419926588, 0.010405175395735261, 0.011202382363322496, 0.34690156826255814, 0.6335621192931938, 0.05025022197324181, 0.010608267998977254, 0.48796712528089053, 0.5525542766159082, 0.4043001966321492, 0.05207854023978229]",-0.007345930590566858,0.8440036882633232
10.0,2.0,0.7742636826811271,288.15,1.0,"[0.7742636718467333, 0.38765416947334225, 0.38765419652304, 0.6528303513490723, 0.3667455989895605, 0.5160135675710549, 1.0765591278279453e-6, 0.011995721308003303, 0.011872004827505073, 0.12826065842100035, 0.00411772951433037, 0.00459302333203536, 0.38123597335738796, 0.6621790815369143, 0.05563808638195687, 0.004810123573988935, 0.5132721707143959, 0.594504583110579, 0.4176602080958347, 0.0558192210756339]",-0.005904736524948009,0.8385732526573367
10.0,2.0,0.7742636826811271,293.15,0.95,"[0.3090769173526432, 0.30907670727895326, 0.30907670727959524, 0.3090768760944283, 0.2857562762371555, 0.3090768164705173, 0.0, 0.08741331613850646, 0.08699230835524152, 0.2846328579424019, 0.24535140825040155, 0.1371192636465948, 0.2609632506455878, 0.30907688129919125, 0.09988230280707765, 2.2109619062582775, 0.22625302470730332, 0.3090768563486058, 0.23819764711208238, 0.12277946735381774]",-0.023272338248883043,0.8467775383124165
10.0,2.0,0.7742636826811271,298.15,0.95,"[0.3434927894228054, 0.34349212199500295, 0.3434921219999414, 0.343492659795446, 0.26047495738380727, 0.34349249232641976, 0.0, 0.08602122042926355, 0.0860190246422871, 0.2604749439156392, 1.0460758414480658, 0.4017890284622221, 0.0693185969585384, 0.34349268263649807, 0.28640211813527566, 3.521273702812684, 0.056490177788847, 0.3434926123313573, 0.06196090281286982, 0.5226952832615683]",-0.007941961224581582,0.7784168534211698
10.0,2.0,0.7742636826811271,303.15,0.95,"[0.37928500038322316, 0.3791942369893798, 0.37919435181077776, 0.379284237976948, 0.23860563025328754, 0.37928261368432636, 0.0, 0.05508242102152856, 0.05508241863277905, 0.23860563025328727, 2.292042591944865, 0.6014572749465339, 0.04668309633237289, 0.3792844645885391, 0.4854438543093444, 2.3832223987309904, 0.04171729327205521, 0.37928397245458845, 0.053634352140272984, 1.379126884234947]",-0.004365457941498608,0.8075215164294187
10.0,2.0,1.2915496650148839,283.15,1.0,"[1.2915451448940758, 0.3772178654466672, 0.3772214313357293, 0.8713707243077355, 0.37968977536642046, 0.5292673682847064, 6.250219311032482e-5, 0.024883298421944356, 0.024620831805148416, 0.16381322730136708, 0.009755195744454251, 0.010232569607545098, 0.4279452719848873, 0.8464945715911376, 0.08503308487853098, 0.009207498027318822, 0.6831871676040339, 0.6519349343169961, 0.619660049789877, 0.06947646521822286]",-0.00701536943008318,0.8308122627771944
10.0,2.0,1.2915496650148839,288.15,0.9999499999999999,"[1.2915496411077367, 0.4265192095174248, 0.4265192334645756, 0.9306243497564912, 0.44492347453103426, 0.5951160106215477, 9.179612518604979e-7, 0.017381195414959343, 0.017254905730039054, 0.1920602533529142, 0.004064204844751613, 0.0043353987351292325, 0.47887196618087463, 0.9102099296270407, 0.09744576236632656, 0.004068187623334783, 0.7535151543021055, 0.7258472755478207, 0.6847933749424903, 0.08083193986361902]",-0.004443579069591353,0.8311345639774819
10.0,2.0,1.2915496650148839,293.15,0.95,"[0.3328095743985262, 0.3328092888944587, 0.33280928889469735, 0.3328095199878303, 0.2894753566877084, 0.33280941341050774, 0.0, 0.11590553118294712, 0.11577862218167081, 0.2893528282319482, 0.16054718110850782, 0.09023525166669412, 0.13899896210183627, 0.33280951688991406, 0.2712524668118713, 4.398926195146782, 0.10069216672072889, 0.3328094690476909, 0.10797711093165965, 0.28319580666460736]",-0.014378766589583198,0.7043639838152328
10.0,2.0,1.2915496650148839,298.15,0.95,"[0.3729358074944949, 0.3729357414731537, 0.3729357414732092, 0.3729357953808577, 0.21958891512593873, 0.37293577142253387, 0.0, 0.05395773384641449, 0.05395765585854687, 0.2195889150365954, 0.5750822661651445, 0.22595328537846646, 0.0520484749070693, 0.3729357949780967, 0.9851797655889596, 6.270031214096587, 0.02962060810951919, 0.3729357844740027, 0.034883372081938764, 1.463393905239709]",-0.007872105687035537,0.6674321444789528
10.0,2.0,1.2915496650148839,303.15,0.95,"[0.4034494209972318, 0.40334628694180275, 0.40334628683301155, 0.40344860042589986, 0.17544800524441717, 0.40344463337029834, 0.0, 0.030294685985480213, 0.03029468595249008, 0.17544800524441717, 1.151616627690194, 0.3131381228744227, 0.04336118941176159, 0.4034485938095208, 1.916654538850944, 3.9028643232833686, 0.019644855186122908, 0.4034474970116303, 0.027520967889461654, 4.262728235028308]",-0.0041325224940224154,0.7148786293297462
10.0,2.0,2.154434690031884,283.15,1.0,"[2.154422008897295, 0.3991175893339678, 0.3991214627863377, 1.1137843556531177, 0.4057295319656683, 0.5735918973164154, 6.198633941989634e-5, 0.027289436218643416, 0.0270498950926602, 0.18712435603889838, 0.009248072679140441, 0.00953148844687, 0.4987513278705111, 1.03629342228642, 0.11435586630906105, 0.008365610081604311, 0.8352981045594126, 0.7136266645415237, 0.7748313436665858, 0.0841698084521305]",-0.00681923219516659,0.8052809650044717
10.0,2.0,2.154434690031884,288.15,0.95,"[0.2649670042608328, 0.2504279044997987, 0.2504279045330793, 0.261799029961647, 0.17331615314046933, 0.2557851987801021, 0.0, 0.06882405401349476, 0.06851781247722993, 0.16452677802231172, 0.049149696981608364, 0.035796155154955864, 1.0347611046120258, 0.2613363077184247, 0.19740953038718004, 1.1544135506245758, 1.1352054005960854, 0.2582861720806948, 1.1605351328578069, 0.1613365219581162]",-0.08321706951249233,0.8418021929654367
10.0,2.0,2.154434690031884,293.15,0.95,"[0.3493078464676341, 0.3493078423928811, 0.34930784239288076, 0.34930784564080564, 0.24339752035886292, 0.3493078439867285, 0.0, 0.07813890080801517, 0.07813417090871734, 0.24339690436264957, 0.25661294357642106, 0.13182398489622227, 0.07111343596517404, 0.34930784552637717, 0.6262346796236494, 6.48160502312037, 0.04568839917011056, 0.34930784472081133, 0.050374664212238296, 0.6606724280029509]",-0.010826810868980078,0.6247081205012504
10.0,2.0,2.154434690031884,298.15,0.95,"[0.3806607879627418, 0.3806606369916134, 0.3806606369916329, 0.38066075814672645, 0.1768719842803983, 0.3806606975154779, 0.0, 0.03520344796313575, 0.03520344376621654, 0.1768719842802248, 0.6208083430492225, 0.23461093213050904, 0.03816332185904106, 0.3806607543868946, 1.7178116601311815, 7.248288611110825, 0.01942981319885351, 0.3806607257426204, 0.024064898123466717, 2.4646815076434616]",-0.00584877296633947,0.6407083334818381
10.0,2.0,2.154434690031884,303.15,0.95,"[0.41072143590106586, 0.4106685572397099, 0.4106685577928914, 0.4107211034091348, 0.14705663829440585, 0.41071878327245137, 0.0, 0.022972346667222084, 0.022972346661536257, 0.14705663829440588, 0.8882033926192289, 0.240228686727973, 0.0390889897243802, 0.4107210506694675, 2.88149626308408, 4.482668673528186, 0.014575948997778965, 0.4107203806961029, 0.021188157511986876, 5.804252587079734]",-0.004160796988088315,0.6653538709835349
10.0,2.0,3.5938136638046276,283.15,1.0,"[3.593778352228835, 0.41455478967405324, 0.4145588704324726, 1.3154036429588734, 0.41699771747106235, 0.6029294068573844, 6.157992766004806e-5, 0.02874396847783628, 0.02852488147423483, 0.19824450563712015, 0.008836042446587427, 0.00901113702154122, 0.5565458502809301, 1.181071832129947, 0.13562346442633536, 0.007906925973250182, 0.9460695387902551, 0.7453770066344167, 0.8838756118180257, 0.09659860696347411]",-0.0067040150417799855,0.7628729302880484
10.0,2.0,3.5938136638046276,288.15,0.95,"[0.4091024756472075, 0.27011912262005405, 0.2701191226313657, 0.36427220714475944, 0.546314104331136, 0.30528728860903537, 0.0, 0.07398126862372861, 0.07369464381674638, 0.4236735563679652, 0.012157787395670618, 0.010416736235834225, 1.4646172410327316, 0.35746942591069775, 0.23398580469826036, 0.055526551601621225, 1.7991641616670633, 0.32403975495503945, 1.832520567332802, 0.1818229584763282]",-0.2687401039548273,0.8057457547198134
10.0,2.0,3.5938136638046276,293.15,0.95,"[0.3572583852988209, 0.35725834396932055, 0.35725834396932044, 0.35725837660241233, 0.22754777061688006, 0.3572583591750652, 0.0, 0.0660389007359502, 0.0660368978324575, 0.22754746319041916, 0.24935958902911567, 0.1253680282277427, 0.06007920352321265, 0.35725837503113256, 0.7910177408186747, 7.598226174548278, 0.03729452238408315, 0.3572583659157326, 0.04180111628324861, 0.7931773799900378]",-0.010510962461279172,0.5890977371222428
10.0,2.0,3.5938136638046276,298.15,0.95,"[0.3851523263938625, 0.3851515138432386, 0.38515151384358864, 0.3851521622623217, 0.16232821538884093, 0.3851518190566382, 0.0, 0.030509822904445698, 0.030509820869223065, 0.1623282153887736, 0.5496095992967212, 0.20503462553314875, 0.03363932926806578, 0.3851521329948242, 2.0902749795889073, 8.2619684037006, 0.016362295080762746, 0.38515195878401304, 0.02047058872788978, 2.7929892309349458]",-0.005499359639279378,0.6133928159541495
10.0,2.0,3.5938136638046276,303.15,0.95,"[0.41414660044172835, 0.41405100924573573, 0.4140510082098753, 0.4141458036317759, 0.1344341142319616, 0.41414131292590733, 0.0, 0.020242330234489386, 0.020242330231788494, 0.1344341142319616, 0.7828192567910275, 0.2089806028659753, 0.0362762787739557, 0.4141456530238344, 3.504189421041491, 4.969968968229713, 0.012424062990267265, 0.41414418837281874, 0.018337442124425424, 6.52802963378651]",-0.004182731852475784,0.641847176673966
10.0,2.0,5.99484250318941,283.15,1.0,"[5.994744138798664, 0.42476117088903015, 0.4247653938036379, 1.462300622729067, 0.421700829505958, 0.6214691229525938, 6.128916772047805e-5, 0.029564671170675638, 0.029360556602057077, 0.20342827126464622, 0.008536745855433812, 0.008652878891699545, 0.5991182466825576, 1.2805436195491087, 0.1501853813497437, 0.007661343579880013, 1.0219228681380705, 0.7604379244876895, 0.9564130905258736, 0.1059171342513483]",-0.006762139074787307,0.6971258509699316
10.0,2.0,5.99484250318941,288.15,0.95,"[0.32728563597809024, 0.2412862206846321, 0.24128622069251998, 0.3013584967575948, 0.3814864435840422, 0.26459024113297347, 0.0, 0.09926415308545762, 0.0989626964697838, 0.33574382335974834, 0.028738477217376174, 0.02128966323235311, 1.8474114501064554, 0.29698050429639644, 0.29583293580941744, 0.4665579122752006, 2.1067245072746505, 0.2754894615743943, 2.1866320096413587, 0.22853180530879524]",-0.24884419559658194,0.7858139416866542
10.0,2.0,5.99484250318941,293.15,0.95,"[0.35969541366517394, 0.35969537982338734, 0.3596953798233878, 0.3596954037256974, 0.2082384570564922, 0.35969539062931527, 0.0, 0.05429994753922047, 0.05429911637237345, 0.20823837126071365, 0.28698177809912684, 0.13979192973810792, 0.04891060912329664, 0.35969540239957043, 0.9382165289660603, 8.515169960512095, 0.029387518509245356, 0.35969539514851656, 0.033517170889673466, 0.9256230541280619]",-0.009138640412612737,0.5653384496805202
10.0,2.0,5.99484250318941,298.15,0.95,"[0.386946536119231, 0.38694320648110864, 0.38694320648110864, 0.38694581229884056, 0.15312225913695526, 0.3869443896817461, 0.0, 0.027588156684026095, 0.027588155486997164, 0.15312225913692873, 0.568898297215738, 0.20822963746995676, 0.030389247895327355, 0.38694567326477886, 2.321960815183321, 8.801349437265365, 0.014290167299838058, 0.3869449047907643, 0.018103108731898018, 2.999876293278768]",-0.0049513419131671,0.6025305366019312
10.0,2.0,5.99484250318941,303.15,0.95,"[0.41616458569481757, 0.41607153821997167, 0.41607153821997167, 0.4161641714091123, 0.12826082755249882, 0.41616090782739373, 0.0, 0.01902512880034122, 0.019025128798385988, 0.1282608275524987, 0.747911310883148, 0.19687416320443527, 0.03423074347590494, 0.41616405172108745, 3.875467349884339, 5.387532550977783, 0.011288458725622123, 0.41616289870432593, 0.016775545827919982, 6.8489177415981946]",-0.004199227526352125,0.6302896618574146
10.0,2.0,10.0,283.15,1.0,"[9.999725855885918, 0.4312393649522707, 0.43124368812464525, 1.560850364192122, 0.4237048471740451, 0.6329176092750434, 6.109486356540672e-5, 0.030022109192971453, 0.029827893168866512, 0.2059170143887299, 0.00833721662101479, 0.00842090523397211, 0.6279104362249734, 1.3445953085567819, 0.159733662371797, 0.007528163812924792, 1.070648156151589, 0.767597914988673, 1.0039123936225078, 0.11228137061839473]",-0.0067357743409948625,0.6062993815228461
10.0,2.0,10.0,288.15,0.95,"[0.2661742434381493, 0.22162585875036506, 0.22162585875652652, 0.25394832584902893, 0.19827239531552346, 0.23481483348027876, 0.0, 0.1156549728238741, 0.11539970662560106, 0.19110859510753728, 0.10587640839476258, 0.06603430154016292, 1.278529350056983, 0.2516998556033162, 0.36652938656140427, 3.847698592238062, 1.3066527048953747, 0.240289766361195, 1.3705473152097845, 0.28508856185826137]",-0.1851303083042338,0.7247517984362789
10.0,2.0,10.0,293.15,0.95,"[0.36024022323377786, 0.3602401564696886, 0.3602401564696881, 0.3602402078776564, 0.19532769566484828, 0.36024017931236785, 0.0, 0.04718310052693487, 0.0471825171593222, 0.19532763122195101, 0.3222011071571113, 0.15324885316201922, 0.04150138995788552, 0.3602402048199958, 0.9816479182655207, 9.315453294302928, 0.024567189293799193, 0.36024018836272953, 0.02829659570572414, 0.9496096205613697]",-0.007953283906033832,0.5434910729218825
10.0,2.0,10.0,298.15,0.95,"[0.3886679821892485, 0.38865976298352756, 0.3886597629838556, 0.38866618475582154, 0.14984017842192357, 0.3886626454021795, 0.0, 0.026520343900125844, 0.026520342793039067, 0.14984017842189243, 0.5973244033730134, 0.21509367674979263, 0.028249091290442178, 0.38866581849199155, 2.3698430085150513, 9.415003460867258, 0.013028686098530577, 0.38866382548365114, 0.016620984029588597, 2.973873517587693]",-0.00466789574222925,0.5914709160924356
10.0,2.0,10.0,303.15,0.95,"[0.41749802939230757, 0.41740718895819384, 0.4174071888572664, 0.41749781603344677, 0.1251228427013503, 0.4174957118222015, 0.0, 0.018441609708650858, 0.018441609706957643, 0.1251228427013503, 0.7950462254148187, 0.20572165089411124, 0.032459914278563914, 0.4174977450555734, 4.053936775135568, 5.707319873517723, 0.010573974162778364, 0.4174969862058159, 0.015816550481342465, 6.964382226778819]",-0.004233268147329039,0.6265725919895975
100.0,1.0,0.1,283.15,1.0,"[0.10000000884599611, 0.09355892941034206, 0.09356110714060699, 0.09975754932065323, 0.08972954306822578, 0.09761226126014011, 2.10978349196115e-5, 0.003359403292716887, 0.004157308537817987, 0.026936631675884847, 7.607337307427358e-5, 7.709678086149521e-5, 0.06212578970356516, 0.09780844874269089, 0.0005346699953030857, 0.0004432014386903804, 1.7250274663919525, 0.09763261752350753, 0.11370918002331251, 0.008482518663306668]",-0.021773344852228572,0.5140749342745379
100.0,1.0,0.1,288.15,0.95,"[0.098134090061624, 0.0972173729015349, 0.09721737514358145, 0.09810001617000134, 0.03918606753041545, 0.09787820280522327, 0.0, 0.0014862195514390368, 0.0018387607954495956, 0.008947902181624851, 3.3369057688818524e-5, 3.350941401541874e-5, 0.027286791270493153, 0.09763112251708493, 0.0002242395380026431, 0.0001549617242082811, 1.2199169695904226, 0.0975801877689417, 0.09647972222223382, 0.003631742697684243]",-0.007152143733307616,0.5568142735531512
100.0,1.0,0.1,293.15,0.95,"[0.0984089547576545, 0.09840881311037053, 0.09840881314060866, 0.09840915909103928, 0.02038049567449406, 0.0984098457106336, 0.0, 0.0006395209241442102, 0.0007909963233772025, 0.006448788498070714, 8.484852318251845e-5, 0.00015451952026045016, 0.010638959736350378, 0.09840981674816972, 0.0004897571411715761, 0.0007347934222719816, 0.9783700706397874, 0.09840972120305018, 0.055399649854080975, 0.006944362265656581]",-0.008568854874443532,0.5767459569003136
100.0,1.0,0.1,298.15,0.95,"[0.0994922972269117, 0.09949354254505871, 0.09949354254451519, 0.09949265535207918, 0.005564294240968878, 0.09949334772626878, 0.0, 0.00022316093839484742, 0.0002759297380060004, 0.0023865851556993745, 0.00017198260390468412, 0.0005297973583561854, 0.0035580465821564078, 0.09949349386601439, 0.0007845288240038945, 0.0025572108441268547, 0.6111186751162043, 0.09949351177448049, 0.02501553302179152, 0.009871748379058786]",-0.01199450100828813,0.6390127981582162
100.0,1.0,0.1,303.15,0.95,"[0.09986941925413918, 0.09988430834382188, 0.0998843083348142, 0.09988407464238208, 0.0005471573859460512, 0.09988429464242066, 0.0, 6.37403892315369e-5, 7.878436526493017e-5, 0.0002928783978855862, 0.0002111289022446787, 0.0008668595988169277, 0.0011388703112992999, 0.09988430299053096, 0.0007263381154670416, 0.004516549933569129, 0.26404394017832966, 0.09988430490407213, 0.008176990335863185, 0.00819374700435911]",-0.017888693682149036,0.7157273718854724
100.0,1.0,0.16681005372000587,283.15,1.0,"[0.16681003423521198, 0.15147860364520319, 0.15148601527243544, 0.16638455331737403, 0.13412545483090813, 0.16222842972567406, 2.0992690642646566e-5, 0.0032982979074312425, 0.0040819392122863046, 0.03209538458068314, 7.110734609451447e-5, 7.153915748481847e-5, 0.06575056480847577, 0.16310957800762607, 0.0005207713565609845, 0.0004215736898912173, 1.7475895207943475, 0.16281297207939718, 0.11510573085687963, 0.008283028691000137]",-0.021554877395068422,0.5959460640426697
100.0,1.0,0.16681005372000587,288.15,0.95,"[0.158495391170965, 0.15764951044850192, 0.15764951248225662, 0.1584720896817459, 0.08851993897018756, 0.15830145773101276, 0.0, 0.001508472027597719, 0.0018664183953904401, 0.015956777961161992, 3.7579104038539543e-5, 4.0050886306766475e-5, 0.029667724866552874, 0.15821947672741699, 0.000264482286789855, 0.00019566977641689214, 1.2867333472760165, 0.1581945465787646, 0.09637309709747854, 0.004231797155822505]",-0.008131841661698764,0.6353825565519806
100.0,1.0,0.16681005372000587,293.15,0.95,"[0.1599097241679946, 0.15993013148795077, 0.15993013142473095, 0.15991055886902156, 0.08981764674843243, 0.15991604621245836, 0.0, 0.000714303479575378, 0.0008835540631509946, 0.01885465751861757, 5.760882081607717e-5, 9.223917308209138e-5, 0.012504622083686053, 0.15992137933042028, 0.00035906488775969803, 0.0004382417116825888, 0.9814372848140112, 0.15992236034892449, 0.06111444151356692, 0.005255367564691932]",-0.008817026876464181,0.6720084773596855
100.0,1.0,0.16681005372000587,298.15,0.95,"[0.1614285426083097, 0.16154336329644178, 0.1615433631687419, 0.16147869311569285, 0.09065348090773408, 0.16153162894719764, 0.0, 0.0003008207768763661, 0.00037198162655771084, 0.029186073865464027, 0.0001466549229400295, 0.0004331563602095107, 0.004395743042062605, 0.16153744348232407, 0.0007205804045314207, 0.0020939652915579706, 0.6643573643164777, 0.16153843025257394, 0.02881005289232007, 0.009270676617983026]",-0.010222987171900738,0.7225068957913239
100.0,1.0,0.16681005372000587,303.15,0.95,"[0.16497036947793126, 0.1649957176481351, 0.16499571763465426, 0.1649952205371063, 0.03793592332584095, 0.16499568449146873, 0.0, 9.446340823352827e-5, 0.00011676889693455558, 0.016511984564264285, 0.00021091715133984533, 0.000885898380638203, 0.0014136776051264955, 0.16499568947280363, 0.0007659868062651763, 0.004548570136643355, 0.2996563385962701, 0.16499569389626959, 0.009584578892745275, 0.008794078780202119]",-0.013388193998541376,0.7581987178008248
100.0,1.0,0.2782559402207124,283.15,1.0,"[0.27825581614857914, 0.23504713675143213, 0.23507734781062348, 0.2774808808304346, 0.2415975964607922, 0.26870788931847417, 2.0836004675001145e-5, 0.0032084567363691785, 0.0039710595318390544, 0.04225172818399662, 6.411989728703889e-5, 6.379321974690758e-5, 0.07270725631502988, 0.27196188785781517, 0.0005002200991492191, 0.0003903370051515734, 1.784665129990057, 0.27145824629962106, 0.1173690479800968, 0.00798637470473345]",-0.021187612007216826,0.66894251580541
100.0,1.0,0.2782559402207124,288.15,0.9999499999999999,"[0.27825594006537396, 0.25576586385486855, 0.2557658701909527, 0.2780166743173122, 0.17429701979345347, 0.2755938675536025, 4.2809575317400685e-7, 0.00138831858087862, 0.0017179031416812759, 0.0170114970522374, 2.299840338976935e-5, 2.1559994539250004e-5, 0.03452269372054171, 0.27513302114014415, 0.0001781879763847052, 0.00010590235193917828, 1.249576025257796, 0.2748075353081751, 0.10246715500996226, 0.002954229201752611]",-0.018490652970751947,0.7001577424667795
100.0,1.0,0.2782559402207124,293.15,0.95,"[0.1929427123105697, 0.1929411613560368, 0.19294116136405165, 0.19294267753851638, 0.8780724409572205, 0.19294245037116725, 0.0, 0.0012366066218257436, 0.0015297753347241192, 0.12845784900578708, 6.711281959682313e-5, 0.0001164998145954886, 0.01831948008236251, 0.19294240673953097, 0.00045667133396339553, 0.0005653666937223675, 1.2062130206744193, 0.19294238323489565, 0.07412820191923009, 0.0067534991506662196]",-0.01070891674928517,0.6914296151974366
