Z,h,K,T,persistence,biomass,stability
1.0,2.0,10.0,288.15,0.65,"[10.0, 0.2090458126015384, 0.2090458126015384, 0.28550567919161735, 0.07095121552009014, 0.21714846449941705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18934405876178612, 0.17713223888650179, 0.044248934902685215, 0.0, 0.2637520164653937, 0.12976688145374257, 0.15854376546161905, 0.06108571237458131]",-0.0001897865704956812
1.0,2.0,10.0,293.15,0.65,"[10.0, 0.24013668071015504, 0.24013668071015504, 0.3353289947168152, 0.08990264842243155, 0.2528429789836325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22078502881972675, 0.20235962530449864, 0.0539606181403322, 0.0, 0.31560499744621906, 0.14570847842788515, 0.200501683789332, 0.07396842514399517]",-0.00019669500939575808
1.0,2.0,10.0,298.15,0.8,"[10.0, 0.2749340764410584, 0.2749340764410584, 0.39160328872974803, 0.11202690508281779, 0.2932122421456307, 0.0, 9.647298004042634e-6, 9.578364127487828e-6, 8.828185025138488e-6, 0.0, 0.0, 0.256474581758656, 0.23070295418069503, 0.06497234365901786, 0.0, 0.3753450488002919, 0.1637623909143867, 0.2489840015679528, 0.08854423773032331]",-0.0014637546520054805
1.0,2.0,10.0,303.15,0.8,"[10.0, 0.3138708785790049, 0.3138708785790049, 0.45564403624619, 0.1379831319804078, 0.33447869952102993, 0.0, 0.002491957506096745, 0.0024919574717643944, 0.0022813852429971596, 0.0, 0.0, 0.29621939485641396, 0.2628557216894275, 0.07757705379017694, 0.0, 0.44273205868705584, 0.18462572021898505, 0.3036442325948216, 0.10336912483604808]",-0.0002456907650941626
10.0,1.0,0.1,283.15,0.55,"[0.10000000002766327, 0.0717559237402695, 0.07175592374026955, 0.09989058880478112, 0.07073528356862636, 0.09989057844124001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013521489128416856, 0.09997139532085339, 0.0, 0.0, 0.0002473385311903889, 0.0999686537466978, 6.9228930682496495e-6, 0.0]",-0.0031806214200327688
10.0,1.0,0.1,288.15,0.5,"[0.10000000000250041, 0.08915695732164251, 0.08915695732164258, 0.09999627142200733, 0.03786780288749926, 0.09999627088706084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.977948825554336e-5, 0.09993886708162833, 0.0, 0.0, 1.2146769471258463e-6, 0.09998540026890376, 0.0, 0.0]",-0.0022120768853881147
10.0,1.0,0.1,293.15,0.4,"[0.10000000000000078, 0.09997944415916103, 0.09997944415916193, 0.09999999999982481, 9.66387700013996e-5, 0.09999999999974206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09998078610352672, 0.0, 0.0, 0.0, 0.09999999949650633, 0.0, 0.0]",-0.0011055520588587678
10.0,1.0,0.1,298.15,0.35,"[0.0999999999999999, 0.09999999999999479, 0.09999999999999486, 0.09999999999999995, 0.0, 0.09999999999999995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09992936755162407, 0.0, 0.0, 0.0, 0.099999999999986, 0.0, 0.0]",-5.25142288586691e-5
10.0,1.0,0.1,303.15,0.35,"[0.1, 0.09999999999999987, 0.1, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0999745011415078, 0.0, 0.0, 0.0, 0.10000000000000006, 0.0, 0.0]",-0.00012190291757243101
10.0,1.0,0.16681005372000587,283.15,0.55,"[0.16681005200790175, 0.10825615015774032, 0.10825615015774054, 0.15936823530392585, 0.08426307510199545, 0.159368145526213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048745459416120414, 0.15528414150027708, 0.0, 0.0, 0.12443652393895462, 0.15529672422010332, 3.8916429626209525e-5, 0.0]",-0.002911077585274574
10.0,1.0,0.16681005372000587,288.15,0.5,"[0.16681005331479765, 0.12139891274258867, 0.12139891274258867, 0.15918600704812588, 0.07932765303445813, 0.1591860070345274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07186848169797844, 0.16126983278602114, 0.0, 0.0, 0.08316981704590125, 0.16136639275063924, 0.0, 0.0]",-0.00029086244572039583
10.0,1.0,0.16681005372000587,293.15,0.5,"[0.16681005371999408, 0.14939784101143047, 0.14939784101143047, 0.16004524033925283, 0.03067230167070885, 0.16004524033925283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08788114105156769, 0.1656320054135033, 0.0, 0.0, 0.022185524151973078, 0.16575348999525638, 0.0, 0.0]",-0.0003330490742135837
10.0,1.0,0.16681005372000587,298.15,0.45,"[0.16681005372000607, 0.15701557801609237, 0.15701557801609237, 0.1639996330260909, 0.027279160530097227, 0.1639996330260909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04965043846944069, 0.16677665601242903, 0.0, 0.0, 0.0, 0.16681005371997223, 0.0, 0.0]",-0.0001383015269274595
10.0,1.0,0.16681005372000587,303.15,0.4,"[0.166810053720006, 0.16532299483783983, 0.16532299483783983, 0.166810053720006, 0.007811094445118125, 0.166810053720006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16677162913894059, 0.0, 0.0, 0.0, 0.166810053720006, 0.0, 0.0]",-0.00020928445118779438
10.0,1.0,0.2782559402207124,283.15,0.6,"[0.2782559176863145, 0.09025694371439029, 0.09025694371483692, 0.26739278443100895, 0.15976219691924604, 0.26726980117177546, 0.0, 0.0, 0.0, 0.0002583728537224311, 0.0, 0.0, 0.043925083881739144, 0.24657146913256298, 0.0, 0.0, 0.20947931625000638, 0.24646835007327575, 0.0005582302643712895, 0.0]",-0.0013702537394592238
10.0,1.0,0.2782559402207124,288.15,0.55,"[0.27823442639021556, 0.11719714786355408, 0.11719714786355408, 0.26671699416516376, 0.18831110300649784, 0.2670364391030662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0639678760379358, 0.25355385006964715, 0.0, 0.0, 0.22582242245383402, 0.2535532361600155, 4.871387039926236e-6, 0.0]",-0.001255270286415066
10.0,1.0,0.2782559402207124,293.15,0.5,"[0.2781266353718343, 0.14863080385194838, 0.14863080385194838, 0.26710060531661595, 0.2044633165794992, 0.2671006053164951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08721305977278196, 0.2605372390539192, 0.0, 0.0, 0.2222764815740031, 0.26053723905431697, 0.0, 0.0]",-1.991763197962577e-5
10.0,1.0,0.2782559402207124,298.15,0.5,"[0.2781413371779103, 0.184475771690312, 0.184475771690312, 0.2678122376584988, 0.19549351278728397, 0.2678122376584991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1109581649475795, 0.266825874492517, 0.0, 0.0, 0.19468295770058472, 0.26682587449298056, 0.0, 0.0]",-7.655468498603976e-5
10.0,1.0,0.2782559402207124,303.15,0.5,"[0.27825594022071154, 0.2240617279990904, 0.2240617279990904, 0.2690040624680702, 0.14190912483122264, 0.2690040624680702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13223398199920766, 0.2726819271940815, 0.0, 0.0, 0.1259072987022379, 0.2727567022451734, 0.0, 0.0]",-6.424690504312875e-5
10.0,1.0,0.4641588833612779,283.15,0.6,"[0.4641588833535026, 0.07321368006862862, 0.07321390915285132, 0.46249424881719564, 0.21128238886492917, 0.35486715230289867, 0.0, 0.0, 0.0, 0.05855736095760123, 0.0, 0.0, 0.0037106050600032837, 0.3671272268911265, 0.0, 0.0, 0.38411246566247015, 0.36265301878099093, 0.0151365382381557, 0.0]",-0.00018018234464247003
10.0,1.0,0.4641588833612779,288.15,0.6,"[0.4641588824504947, 0.10425549533963233, 0.10425549533963233, 0.45354702726299284, 0.26348824603416593, 0.42497158106930294, 0.0, 0.0, 0.0, 0.02200182055838067, 0.0, 0.0, 0.03450660858342028, 0.3919837557943677, 0.0, 0.0, 0.3963685146569768, 0.39172629328458697, 0.0011951650052452183, 0.0]",-0.0004580589947275167
10.0,1.0,0.4641588833612779,293.15,0.55,"[0.46403678446453855, 0.1413236056818424, 0.1413236056818424, 0.44911001391293, 0.31837595425792686, 0.449110013911308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07076443915692497, 0.4096398726025987, 0.0, 0.0, 0.41098551931157945, 0.4096393027020159, 3.5887691590561006e-6, 0.0]",-0.0012603085454763218
10.0,1.0,0.4641588833612779,298.15,0.5,"[0.46383480784724196, 0.18112352636576717, 0.18112352636576717, 0.44793711410683384, 0.37517680418847266, 0.44793711410683384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10373320401336689, 0.42141859903318607, 0.0, 0.0, 0.43765285491165273, 0.42141859903318607, 0.0, 0.0]",-3.72460832817459e-5
10.0,1.0,0.4641588833612779,303.15,0.5,"[0.46404732588223846, 0.2271942277378081, 0.2271942277378081, 0.44789481908957907, 0.417814735852139, 0.44789481908957907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14005673023119133, 0.4315603292914609, 0.0, 0.0, 0.4488880631116707, 0.4315603292914609, 0.0, 0.0]",-8.435244635441271e-5
10.0,1.0,0.7742636826811271,283.15,0.6,"[0.7742636826811264, 0.07164315990259836, 0.07173056815248213, 0.7742591368135864, 0.23063021911381676, 0.4408341251621951, 0.0, 0.0, 0.0, 0.10887312782267332, 0.0, 0.0, 6.597788884559522e-6, 0.5437964131913113, 0.0, 0.0, 0.5477703871242532, 0.48461782200036646, 0.12187800824731103, 0.0]",-0.0003317738466633319
10.0,1.0,0.7742636826811271,288.15,0.6,"[0.7733742140117839, 0.0892584132018032, 0.08925841454950625, 0.7742147056633587, 0.30911980532714284, 0.5158543758076625, 0.0, 0.0, 0.0, 0.11714217401162341, 0.0, 0.0, 0.00014064134427508126, 0.5864693541318458, 0.0, 0.0, 0.6201904106111997, 0.5524863337213114, 0.09707379541887974, 0.0]",-2.0173412393214573e-5
10.0,1.0,0.7742636826811271,293.15,0.6,"[0.7742636826801972, 0.1148061932512041, 0.1148061932512038, 0.7705984408462058, 0.40644163215702656, 0.6083889579114947, 0.0, 0.0, 0.0, 0.10116704314501399, 0.0, 0.0, 0.009993072975337252, 0.6209932514072581, 0.0, 0.0, 0.6952742609179079, 0.6100273239848522, 0.0429784225822722, 0.0]",-7.117546620477725e-5
10.0,1.0,0.7742636826811271,298.15,0.6,"[0.7742908809872641, 0.15895410311564256, 0.15895410311564256, 0.7604470046127282, 0.506677721994285, 0.7155808769635362, 0.0, 0.0, 0.0, 0.03803901236203164, 0.0, 0.0, 0.05324567988614937, 0.6562011488941732, 0.0, 0.0, 0.7277503698542271, 0.6560450521795228, 0.0008247076681599724, 0.0]",-0.0005218610648126276
10.0,1.0,0.7742636826811271,303.15,0.5,"[0.7740932451966949, 0.21475756359829515, 0.21475756359829515, 0.7526382218240315, 0.6101771263077974, 0.7526382218240315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11235809810640973, 0.6821710877430339, 0.0, 0.0, 0.7637852307768835, 0.6821710877430339, 0.0, 0.0]",-8.04433743273914e-5
10.0,1.0,1.2915496650148839,283.15,0.6,"[1.2915496650148834, 0.06747053531737388, 0.07019098071938794, 1.2914545208624233, 0.2475962995841883, 0.5212116976811572, 0.0, 0.0, 0.0, 0.15087102588449552, 0.0, 0.0, 9.072102377584368e-5, 0.8038753833641349, 0.0, 0.0, 0.6970146599116314, 0.5951188287541954, 0.25781486411459603, 0.0]",-0.0017454781278584046
10.0,1.0,1.2915496650148839,288.15,0.6,"[1.291549662258944, 0.09036922085308986, 0.09037327325327457, 1.2879799341853455, 0.32364389845291575, 0.6162648335193864, 0.0, 0.0, 0.0, 0.18305932921232612, 0.0, 0.0, 0.002843527496963624, 0.8875468182201576, 0.0, 0.0, 0.803331431913218, 0.7173986975951862, 0.29188735921381787, 0.0]",-0.0010582922884145997
10.0,1.0,1.2915496650148839,293.15,0.6,"[1.2915496650117382, 0.12207280982538182, 0.12207280982627768, 1.2752082494006038, 0.4286478609898174, 0.7631900426068459, 0.0, 0.0, 0.0, 0.19192666391948027, 0.0, 0.0, 0.02690540336256277, 0.9420281789677387, 0.0, 0.0, 0.9554196619465095, 0.8181862145259907, 0.2918909920995161, 0.0]",-7.182906946306786e-5
10.0,1.0,1.2915496650148839,298.15,0.6,"[1.2914940557640122, 0.15447657556073596, 0.15447657556073596, 1.2729657941293295, 0.5647308591026157, 0.8973205326361612, 0.0, 0.0, 0.0, 0.19146857303250656, 0.0, 0.0, 0.043235794900748796, 1.0009013969816123, 0.0, 0.0, 1.0811751413212507, 0.9183968219951155, 0.26438455100169234, 0.0]",-7.724954130339576e-5
10.0,1.0,1.2915496650148839,303.15,0.6,"[1.2915496650148783, 0.19667397101088463, 0.19667397101088463, 1.2685289675502676, 0.728681069805942, 1.0461955635355473, 0.0, 0.0, 0.0, 0.15304043181346536, 0.0, 0.0, 0.07133346243545648, 1.0528498629999832, 0.0, 0.0, 1.196029799440123, 1.0072108692687973, 0.1968324183939913, 0.0]",-8.03094287319098e-5
10.0,1.0,2.154434690031884,283.15,0.6,"[2.1544346900318803, 0.06481510455969071, 0.08475128518326087, 2.0733937446994095, 0.22524200012860768, 0.7173228793141649, 0.0, 0.0, 0.0, 0.15931375835366626, 0.0, 0.0, 0.043093768070239374, 1.0138910254188307, 0.0, 0.0, 0.9829489681712148, 0.588663919874627, 0.3143709235993257, 0.0]",-0.0019096456671559424
10.0,1.0,2.154434690031884,288.15,0.6,"[2.1544346900318803, 0.10478017604187743, 0.10509318372327885, 2.097664347059497, 0.32380664570631806, 0.8210941611722655, 0.0, 0.0, 0.0, 0.20970187385947575, 0.0, 0.0, 0.04230237017670664, 1.222441803106146, 0.0, 0.0, 1.1148330816156649, 0.8000068330647885, 0.43501868078103245, 0.0]",-0.00037728082344995825
10.0,1.0,2.154434690031884,293.15,0.6,"[2.1536374408944616, 0.1344412398819364, 0.13444125343844904, 2.1001390435949876, 0.43801029001511954, 0.9575193272579736, 0.0, 0.0, 0.0, 0.25720421116340414, 0.0, 0.0, 0.05604854970835778, 1.3834050267922853, 0.0, 0.0, 1.270889984371885, 1.001455982909185, 0.5411987634450445, 0.0]",-1.903151607244059e-5
10.0,1.0,2.154434690031884,298.15,0.6,"[2.154435099033789, 0.16964500435444554, 0.16964500435444602, 2.0984506111002648, 0.5840287377303552, 1.1246366801358698, 0.0, 0.0, 0.0, 0.29856791026090707, 0.0, 0.0, 0.07919911917206435, 1.5099513755889962, 0.0, 0.0, 1.4487904568588459, 1.1900074025294334, 0.6171778050419363, 0.0]",-9.602051990529775e-5
10.0,1.0,2.154434690031884,303.15,0.6,"[2.1544310981582506, 0.21404976381721846, 0.21404976381721846, 2.0945427459520034, 0.7668739365425945, 1.3197955921498854, 0.0, 0.0, 0.0, 0.3209956054439925, 0.0, 0.0, 0.11298858875412456, 1.6134617444259274, 0.0, 0.0, 1.6421087684094313, 1.361611456555566, 0.6548877775832935, 0.0]",-6.395881956167951e-5
10.0,1.0,3.5938136638046276,283.15,0.6,"[3.5938136638046307, 0.08346468208170385, 0.1414050453028148, 3.2904799606193262, 0.21384884044822466, 0.9502532774430067, 0.0, 0.0, 0.0, 0.16805017059816368, 0.0, 0.0, 0.09794046973507761, 1.0204644634021154, 0.0, 0.0, 1.3231468559389463, 0.46272558106732065, 0.2481890330400713, 0.0]",-0.0011589900921508145
10.0,1.0,3.5938136638046276,288.15,0.6,"[3.5938136638046307, 0.12446954663255, 0.12810118654119246, 3.4064382123544514, 0.31616166432435916, 1.0640358000361092, 0.0, 0.0, 0.0, 0.23111717057237183, 0.0, 0.0, 0.08491243030340226, 1.498391285719103, 0.0, 0.0, 1.5076162102830966, 0.7423512489517224, 0.46727868338535133, 0.0]",-0.0007259906728377862
10.0,1.0,3.5938136638046276,293.15,0.6,"[3.5938136638046307, 0.15129164614465992, 0.15129678802242374, 3.440156020754657, 0.439851656949, 1.2225174125427627, 0.0, 0.0, 0.0, 0.30216372492471344, 0.0, 0.0, 0.09656690607046246, 1.8863818739636822, 0.0, 0.0, 1.6966481147117949, 1.0561749368385558, 0.7061605620157241, 0.0]",-0.0005519726365292681
10.0,1.0,3.5938136638046276,298.15,0.6,"[3.5938136638046307, 0.19093607861994472, 0.19093607862134523, 3.4394732787286824, 0.590444347449512, 1.4162010941552985, 0.0, 0.0, 0.0, 0.3739916233296596, 0.0, 0.0, 0.13093557537994047, 2.1854257420017746, 0.0, 0.0, 1.914339889890164, 1.3763809241179026, 0.939071442992817, 0.0]",-8.670873157228833e-5
10.0,1.0,3.5938136638046276,303.15,0.6,"[3.59277733635585, 0.2436513531485444, 0.2436513531485444, 3.4341109059122656, 0.780536671101288, 1.6558646046917802, 0.0, 0.0, 0.0, 0.44388517939364425, 0.0, 0.0, 0.1854569230990091, 2.4192169227589866, 0.0, 0.0, 2.1636933661922457, 1.6872350754903247, 1.1476761929256287, 0.0]",-7.11717184408013e-5
10.0,1.0,5.99484250318941,283.15,0.6,"[5.994842503189416, 0.12219778230748295, 0.2246881826706656, 4.767911164621652, 0.19298539357387587, 1.2836931866330035, 0.0, 0.0, 0.0, 0.14950755715425137, 0.0, 0.0, 0.24374513032569928, 0.4607576535240697, 0.0, 0.0, 1.7050013748938282, 0.23066841073600924, 0.05223967978482948, 0.0]",-0.0005007282923331277
10.0,1.0,5.99484250318941,288.15,0.6,"[5.994842503189416, 0.16422614038049396, 0.17696629687531315, 5.293886255534477, 0.29949368405058535, 1.4457175219343614, 0.0, 0.0, 0.0, 0.22946341997384553, 0.0, 0.0, 0.19487590426047097, 1.3254184714317507, 0.0, 0.0, 2.006767479587707, 0.48430479390376246, 0.3110674069189553, 0.0]",-0.0005898972854701803
10.0,1.0,5.99484250318941,293.15,0.6,"[5.994842503189416, 0.18189955942396285, 0.18207168148704417, 5.544519926333289, 0.43016233378221364, 1.605790108183876, 0.0, 0.0, 0.0, 0.32382231589778265, 0.0, 0.0, 0.1731284551230073, 2.1693279359406423, 0.0, 0.0, 2.284641802363877, 0.8571264738195277, 0.6690637637094025, 0.0]",-0.0005184644887995313
10.0,1.0,5.99484250318941,298.15,0.6,"[5.994842503189416, 0.21838998798194814, 0.21838999635834078, 5.612645017552073, 0.5878526771247685, 1.8130084979343202, 0.0, 0.0, 0.0, 0.42209938519276086, 0.0, 0.0, 0.20043792189161502, 2.882849328183834, 0.0, 0.0, 2.5543281653584633, 1.3104371449844692, 1.0966418151828095, 0.0]",-0.0007494179834260981
10.0,1.0,5.99484250318941,303.15,0.6,"[5.994842503189416, 0.2809155969472495, 0.28091559694724877, 5.6015116614268425, 0.7812410665674261, 2.0949279368746225, 0.0, 0.0, 0.0, 0.5280597199574053, 0.0, 0.0, 0.2804172457218119, 3.4499976540080404, 0.0, 0.0, 2.843740241721888, 1.8051174283391724, 1.5527971312672673, 0.0]",-0.0009600642342456264
10.0,1.0,10.0,283.15,0.57735,"[10.0, 0.15932417351459346, 0.35296337297569175, 6.314331113655795, 0.15213071825826244, 1.6654233323603358, 0.0, 0.0, 0.0, 0.12003963062890143, 0.0, 0.0, 0.44584119929950133, 2.835504744667844e-5, 0.0, 0.0, 2.076565937087475, 4.966412460625143e-7, 0.00527281180858168, 0.0]",-0.00259310936370139
10.0,1.0,10.0,288.15,0.6,"[10.0, 0.25702781516258233, 0.2811557642642758, 7.403863537808946, 0.2505582682918989, 1.9268779250358037, 0.0, 0.0, 0.0, 0.19646540303844987, 0.0, 0.0, 0.440083245966656, 0.24866120797973734, 0.0, 0.0, 2.5058617232594456, 0.11155584477250755, 0.00669057921837019, 0.0]",-0.0009383498737907552
10.0,1.0,10.0,293.15,0.6,"[10.0, 0.25576318353976984, 0.25668505420389576, 8.47396038187003, 0.3955724142787594, 2.1644756362190494, 0.0, 0.0, 0.0, 0.309238539900579, 0.0, 0.0, 0.35905424358058863, 1.5847792913365202, 0.0, 0.0, 2.99589353364003, 0.41483522166200704, 0.35756142304031485, 0.0]",-0.0008195449518150115
10.0,1.0,10.0,298.15,0.6,"[10.0, 0.2672434846533241, 0.2672449816325075, 8.987239581356338, 0.5708892894857287, 2.393556732657221, 0.0, 0.0, 0.0, 0.44639541592208104, 0.0, 0.0, 0.3301228469815079, 3.0763571278971362, 0.0, 0.0, 3.4090603679401985, 0.8572465811452832, 0.9254292595163021, 0.0]",-0.000970983251420256
10.0,1.0,10.0,303.15,0.6,"[10.0, 0.3241637050381939, 0.3241637050385539, 9.097550790959755, 0.7736374789315499, 2.6882518598382705, 0.0, 0.0, 0.0, 0.5860457523859212, 0.0, 0.0, 0.4004339911200282, 4.413301477313284, 0.0, 0.0, 3.774722097864947, 1.4687570148354303, 1.6669125124099806, 0.0]",-0.0011658803756417148
10.0,1.2,0.1,283.15,0.55,"[0.10000000199888238, 0.09950212186971623, 0.09950224262347289, 0.09998031604783587, 0.0018474067393792076, 0.09997945172729505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00033600312177032546, 0.0999917161827848, 0.0, 0.0, 4.0265510530566446e-5, 0.09991597648781295, 1.1488619873989914e-5, 0.0]",-0.0033916705596716613
10.0,1.2,0.1,288.15,0.4,"[0.10000000000852778, 0.09999988424153897, 0.09999988735310375, 0.09999995300838749, 0.0, 0.09999994975029863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0808892740281579e-6, 0.09999994359598995, 0.0, 0.0, 0.0, 0.09996523992257553, 0.0, 0.0]",-0.0017719750426374342
10.0,1.2,0.1,293.15,0.35,"[0.1000000000000033, 0.09999999998932449, 0.09999999999033983, 0.09999999999804424, 0.0, 0.09999999999629494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999994135746, 0.0, 0.0, 0.0, 0.09997543524334915, 0.0, 0.0]",-7.51838628729863e-6
10.0,1.2,0.1,298.15,0.35,"[0.0999999999999999, 0.09999999999999988, 0.0999999999999999, 0.0999999999999999, 0.0, 0.09999999999999992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999999999667, 0.0, 0.0, 0.0, 0.09993311457449264, 0.0, 0.0]",-5.618908208032815e-5
10.0,1.2,0.1,303.15,0.35,"[0.09999999999999984, 0.09999999999999984, 0.09999999999999984, 0.09999999999999987, 0.0, 0.09999999999999988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09997912609574319, 0.0, 0.0, 0.0, 0.09999999999999988, 0.0, 0.0]",-0.0001012708742347494
10.0,1.2,0.16681005372000587,283.15,0.7,"[0.16681004380481784, 0.13760693343870872, 0.1376069334387106, 0.1582708743208561, 0.04712977284785255, 0.15826895895750834, 0.0, 0.0, 0.0, 3.3460021583929752e-6, 0.0, 0.0, 0.08401344361386023, 0.16450762703061786, 1.880711662117232e-6, 0.0, 0.03597403695085191, 0.16434266125306332, 9.813711214366272e-5, 4.363194848391201e-6]",-0.0022024325859660077
10.0,1.2,0.16681005372000587,288.15,0.5,"[0.16681005370838073, 0.1515662296605666, 0.1515662296605666, 0.16183470430065447, 0.031565403569576975, 0.16183470411376913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06774540104418948, 0.16679911538431538, 0.0, 0.0, 0.000229759301533184, 0.16674357798118813, 0.0, 0.0]",-0.0007240459310190403
10.0,1.2,0.16681005372000587,293.15,0.45,"[0.1668100537199902, 0.15984986512172064, 0.15984986512172064, 0.1667764404156259, 0.02875304919194212, 0.16677644040914813, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006174716351410395, 0.16681005331300366, 0.0, 0.0, 0.0, 0.1667012972083672, 0.0, 0.0]",-0.0006112668192510614
10.0,1.2,0.16681005372000587,298.15,0.35,"[0.1668100537200058, 0.16681005360322365, 0.1668100536032238, 0.16681005371996993, 0.0, 0.16681005371996993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16681005371999147, 0.0, 0.0, 0.0, 0.16672969862867787, 0.0, 0.0]",-9.965577378793425e-5
10.0,1.2,0.16681005372000587,303.15,0.35,"[0.166810053720006, 0.166810053720006, 0.166810053720006, 0.166810053720006, 0.0, 0.166810053720006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16676190821977335, 0.0, 0.0, 0.0, 0.166810053720006, 0.0, 0.0]",-0.0001228485577150327
10.0,1.2,0.2782559402207124,283.15,0.7,"[0.27822275834054044, 0.1511156374294787, 0.1511156374294787, 0.25817942325999926, 0.1441736065733779, 0.2568532109662988, 0.0, 0.0, 0.0, 0.0015909831895957352, 0.0, 0.0, 0.10784156925945279, 0.25518576124098036, 2.750919764798449e-6, 0.0, 0.19963686799659433, 0.2501400980756485, 0.03789639701973339, 6.428231789904647e-6]",-0.0007057110722035977
10.0,1.2,0.2782559402207124,288.15,0.65,"[0.2782101849690576, 0.17595209286825747, 0.17595209286825741, 0.2625348701473208, 0.1563634163680291, 0.2625840624443715, 0.0, 0.0, 0.0, 7.921626956572239e-5, 0.0, 0.0, 0.11614072934855489, 0.2621992712107828, 0.0, 0.0, 0.19168676813539554, 0.26077058341078496, 0.01497486565892766, 1.1932758095756162e-6]",-0.0007121612438464892
10.0,1.2,0.2782559402207124,293.15,0.55,"[0.2782556967235166, 0.20404691402211736, 0.20404691402211736, 0.2657647016184174, 0.1479026980008243, 0.2657647008745766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12709996279665128, 0.26852089255788314, 0.0, 0.0, 0.1556093679933719, 0.2686703179733713, 0.0006441154579104928, 0.0]",-0.00017255587787941596
10.0,1.2,0.2782559402207124,298.15,0.5,"[0.27825594022071237, 0.23573829111720915, 0.23573829111720915, 0.26761868122494054, 0.10065576222964308, 0.26761868122494054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1468163211497521, 0.27490569358402217, 0.0, 0.0, 0.07330084409736917, 0.27492791651028264, 0.0, 0.0]",-4.025876484668979e-5
10.0,1.2,0.2782559402207124,303.15,0.45,"[0.27825594022071176, 0.25817171429741653, 0.25817171429741653, 0.2714769631593719, 0.05530864285460414, 0.2714769631593719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12544478385805374, 0.27818244574727047, 0.0, 0.0, 0.0, 0.2782559402207106, 0.0, 0.0]",-6.625097618860816e-5
10.0,1.2,0.4641588833612779,283.15,0.7,"[0.46392949283635976, 0.17111333150966893, 0.171113331509669, 0.4113102657855408, 0.19233036069658688, 0.36893568076807437, 0.0, 0.0, 0.0, 0.028943794950723207, 0.0, 0.0, 0.15504939049366984, 0.39179377502448776, 5.559813476806264e-6, 0.0, 0.3450835340989132, 0.35404888740088925, 0.16527835014286943, 1.076349699557291e-5]",-0.0002898608282493392
10.0,1.2,0.4641588833612779,288.15,0.7,"[0.4639184329379265, 0.20255560560591995, 0.20255560560591995, 0.4204461578268203, 0.2322721685613876, 0.4021233143187056, 0.0, 0.0, 0.0, 0.016936572602701153, 0.0, 0.0, 0.17771716689735703, 0.408499305564192, 2.637325306020622e-6, 0.0, 0.36539684729354877, 0.3831386488096196, 0.15011162545975829, 6.706515423169791e-6]",-0.00025307628474085283
10.0,1.2,0.4641588833612779,293.15,0.65,"[0.46371641941027625, 0.236439233818887, 0.236439233818887, 0.4285273743719565, 0.270927512330475, 0.4238449547931602, 0.0, 0.0, 0.0, 0.005852798497442461, 0.0, 0.0, 0.1982672499666055, 0.4217178623881848, 0.0, 0.0, 0.3799984029503556, 0.4060577154447731, 0.12479974033199605, 3.2990615343130235e-6]",-0.00012554360910826747
