Z,h,K,T,persistence,biomass,stability
1.0,1.2,1.2915496650148839,293.15,0.65,"[1.2915496650148834, 0.11812834793690706, 0.11812834793690706, 0.15067160819185182, 0.007836683957832302, 0.13730962364920896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09897485971751771, 0.011848614632955836, 2.1111325281246974e-5, 0.0, 0.18372248468273142, 0.007930572945145434, 0.015941115275410513, 0.003017624759032524]",-0.0007935652137399537
1.0,1.2,1.2915496650148839,298.15,0.65,"[1.2915496650148834, 0.14720719248794173, 0.14720719248794173, 0.1923774002920003, 0.012047341325897992, 0.17686135804427133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12395394347980335, 0.014971307242874841, 3.172650313625658e-5, 0.0, 0.23776028338843427, 0.009352785495407023, 0.02457428690289982, 0.003836645789705979]",-0.0010972596233694855
1.0,1.2,1.2915496650148839,303.15,0.65,"[1.2915496650148834, 0.1814073239243943, 0.1814073239243943, 0.24125618404372615, 0.017943483962749397, 0.22402947900385992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15332168023552847, 0.01966775465390944, 4.527469925835919e-5, 0.0, 0.3026302240933908, 0.011596651885151165, 0.0357701912572187, 0.004760173878224952]",-0.0010047312435666458
1.0,1.2,2.154434690031884,283.15,0.65,"[2.154434690031887, 0.07476564152778482, 0.07476564165343254, 0.09072241267827076, 0.0029377625781126654, 0.08069402090379113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.062258458227706134, 0.00756876663490919, 8.40866141329487e-6, 0.0, 0.10581930196705956, 0.005845711006672958, 0.005694167443798114, 0.0017764897185851359]",-0.00037437941792199637
1.0,1.2,2.154434690031884,288.15,0.65,"[2.1544346900318803, 0.09528093540319392, 0.09528093540319392, 0.12121116106958364, 0.00499732171872692, 0.10774676578206213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0800126933127342, 0.008438885516546365, 1.5043326736848506e-5, 0.0, 0.14377345174858805, 0.005945325265991167, 0.010607116020522321, 0.002442695690565205]",-0.0005647551798551885
1.0,1.2,2.154434690031884,293.15,0.65,"[2.1544346900318803, 0.12058130362016069, 0.12058130362016069, 0.1597992038684474, 0.008014277972471506, 0.14253889054518695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10268990037078049, 0.00979369476201315, 2.461492722680959e-5, 0.0, 0.19134218468292097, 0.0063140509009821585, 0.017904944642997214, 0.0032495489148204014]",-0.0007444174990173879
1.0,1.2,2.154434690031884,298.15,0.65,"[2.1544346900318803, 0.15072725478204851, 0.15072725478204851, 0.20654258193921257, 0.012264207533778064, 0.185379834731696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1299359972096049, 0.011801075310499804, 3.773053851607559e-5, 0.0, 0.2510626015693552, 0.007014689837573483, 0.028107525548557357, 0.004231457699689173]",-0.0011137666029134542
1.0,1.2,2.154434690031884,303.15,0.8,"[2.1544346900318803, 0.18695769549638142, 0.18695769549638142, 0.26333257522836473, 0.01825632948831084, 0.23819799968923958, 0.0, 1.2581251623322416e-6, 1.2581251623322416e-6, 1.2574149753357391e-6, 0.0, 0.0, 0.1628880748195578, 0.014727925781785601, 5.5153588545499234e-5, 0.0, 0.3238829608511894, 0.008143570326189396, 0.04173678704279825, 0.005413619795283911]",-0.000983855302256416
1.0,1.2,3.5938136638046276,283.15,0.65,"[3.5938136638046307, 0.07527162797922761, 0.07527162831356231, 0.09268329478097924, 0.002980327100819852, 0.08155294854434221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06257128728957514, 0.007035885511926498, 9.072614359651594e-6, 0.0, 0.1074621696825214, 0.005373441518454612, 0.006012106625117673, 0.0018243654468904696]",-0.00037076521239174016
1.0,1.2,3.5938136638046276,288.15,0.65,"[3.5938136638046307, 0.09611491062607677, 0.09611491062607687, 0.12482625628739671, 0.005056298361333292, 0.10949438163193041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08135674371293769, 0.0076567190536070435, 1.6342239432354545e-5, 0.0, 0.1468114869364498, 0.0053024709228721295, 0.01129967315000901, 0.0025218580615444545]",-0.0007128542354044176
1.0,1.2,3.5938136638046276,293.15,0.65,"[3.5938136638046307, 0.12163511513489005, 0.12163511513489005, 0.1656126714359418, 0.008042728703392324, 0.14537640314204117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10486661205641634, 0.008626891675762395, 2.6976529673527946e-5, 0.0, 0.19709994915231147, 0.005430915027021557, 0.019283297681481952, 0.003381544901745129]",-0.0008907569277142597
1.0,1.2,3.5938136638046276,298.15,0.65,"[3.5938136638046307, 0.15287225578561459, 0.15287225578561459, 0.21695470068187736, 0.01227370088918898, 0.19108390357198826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13397182141988492, 0.010032283491346959, 4.167485377905268e-5, 0.0, 0.26011166422777576, 0.005777184952998765, 0.0306516749683492, 0.004438832977728204]",-0.0011658173317272093
1.0,1.2,3.5938136638046276,303.15,0.8,"[3.5938136638046307, 0.19052604493519598, 0.19052604493519598, 0.28037549421683716, 0.018197815458502343, 0.24812681510429033, 0.0, 1.8197124203591264e-6, 1.8197124203591264e-6, 1.8186123489027007e-6, 0.0, 0.0, 0.16934187809134185, 0.0120147844828573, 6.170541170049633e-5, 0.0, 0.33860307057995853, 0.006378184698429578, 0.046190967992670764, 0.005761436733771286]",-0.0010247123473301931
1.0,1.2,5.99484250318941,283.15,0.65,"[5.994842503189416, 0.07569826227816111, 0.07569826288392904, 0.09408276417554214, 0.0030080057144773846, 0.08221099213995328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06325859427870852, 0.006738477422112941, 9.470485991507648e-6, 0.0, 0.10829280249649711, 0.005110089479530169, 0.006205191127308583, 0.001850187600291603]",-0.00027762433851481207
1.0,1.2,5.99484250318941,288.15,0.65,"[5.994842503189416, 0.09658526192280674, 0.09658526192280699, 0.12711813204419414, 0.005082466115179778, 0.11052137848715297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08269306115141278, 0.007217432981889261, 1.7157844534047975e-5, 0.0, 0.1487485983185554, 0.0049448458238716825, 0.01173172937349361, 0.002568909583704753]",-0.0005198919147612194
1.0,1.2,5.99484250318941,293.15,0.65,"[5.994842503189416, 0.12261168960446, 0.12261168960446, 0.17004147430452202, 0.008051099966946015, 0.14760289802936694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10658813953238608, 0.007958870788364967, 2.839575601569941e-5, 0.0, 0.2002206091820795, 0.0049360516299402244, 0.020183618502316456, 0.0034443492263161245]",-0.0009289530129978238
1.0,1.2,5.99484250318941,298.15,0.65,"[5.994842503189416, 0.1540618254922128, 0.1540618254922128, 0.22397796928064923, 0.01220772067143131, 0.19457246952315996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1363777645281699, 0.0090278202063227, 4.4222278418029894e-5, 0.0, 0.26618375850068543, 0.005097573278661344, 0.032367649331816906, 0.004549413844072375]",-0.0011839246396535762
1.0,1.2,5.99484250318941,303.15,0.8,"[5.994842503189416, 0.19248013259318922, 0.19248013259318922, 0.29204063305102196, 0.017989062764240022, 0.25421119759900646, 0.0, 2.2361906618520323e-6, 2.2361906618520323e-6, 2.2347853623974374e-6, 0.0, 0.0, 0.17320678828222286, 0.01051138467497842, 6.59890160203016e-5, 0.0, 0.34861304615185823, 0.005441815789208442, 0.04924616721937516, 0.005938311039898418]",-0.0010696987152117334
1.0,1.2,10.0,283.15,0.65,"[10.0, 0.07585076523979815, 0.07585076610482087, 0.09483768520240726, 0.0030254958244983286, 0.08250784119682086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06383543444082782, 0.006563012337315364, 9.730994854371877e-6, 0.0, 0.108977450528879, 0.004955270114238966, 0.006324107285891881, 0.001869928878222629]",-0.000364887605143061
1.0,1.2,10.0,288.15,0.65,"[10.0, 0.09687964627437318, 0.09687964627437312, 0.12857968147333174, 0.005079971849063722, 0.11115393125487158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08271902592801987, 0.006943986527388279, 1.7651300697389983e-5, 0.0, 0.14988310052938147, 0.0047271732624013735, 0.012023539518787117, 0.0025854654125137587]",-0.0005491576953808722
1.0,1.2,10.0,293.15,0.65,"[10.0, 0.12306434367768056, 0.12306434367768074, 0.17265082785111843, 0.008030891835016698, 0.1487823557370672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10746785132825803, 0.00757245556552209, 2.9292798368077225e-5, 0.0, 0.20233111493484846, 0.004654186603068841, 0.020754290061645655, 0.0034767361048335796]",-0.0008546989156185627
1.0,1.2,10.0,298.15,0.65,"[10.0, 0.1548680720623089, 0.1548680720623089, 0.22871214185867397, 0.012138493135723398, 0.19682519698491874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13787618039588614, 0.00845172673943416, 4.578092002476655e-5, 0.0, 0.2698210056891684, 0.004715324548410701, 0.0334656333903873, 0.004604125423941648]",-0.0011166104291668209
1.0,1.2,10.0,303.15,0.8,"[10.0, 0.19365319632867353, 0.19365319632867353, 0.29985526479520097, 0.01780213036331609, 0.25797412515199714, 0.0, 2.507723330671717e-6, 2.507723330671717e-6, 2.506111349835508e-6, 0.0, 0.0, 0.17584198648373392, 0.009661554481789191, 6.869717467131955e-5, 0.0, 0.3550174626232552, 0.0049258568949998, 0.051222037985229826, 0.006033198794884441]",-0.0010011991118486
1.0,2.0,0.1,283.15,0.4,"[0.10000000033508553, 0.09999571799147279, 0.09999572633968958, 0.09999530664676609, 0.0, 0.09986404651654936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.726816852792999e-5, 0.09999525346830401, 0.0, 0.0, 0.0, 0.10000430042839002, 0.0, 0.0]",-0.0012359813405708744
1.0,2.0,0.1,288.15,0.35,"[0.10000000000003842, 0.09999999875476066, 0.09999999875606895, 0.09999999983655188, 0.0, 0.0999999805702074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999986403088, 0.0, 0.0, 0.0, 0.09997741604614552, 0.0, 0.0]",-5.715906813553125e-6
1.0,2.0,0.1,293.15,0.35,"[0.10000000000000014, 0.09999999996596008, 0.09999999996596001, 0.09999999999999097, 0.0, 0.0999999999985045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999783575464, 0.0, 0.0, 0.0, 0.09996573415910712, 0.0, 0.0]",-9.593840050877583e-5
1.0,2.0,0.1,298.15,0.35,"[0.09999999999999991, 0.09999999999999991, 0.09999999999999991, 0.09999999999999991, 0.0, 0.0999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999999999991, 0.0, 0.0, 0.0, 0.09993835224315101, 0.0, 0.0]",-5.8167204521880586e-5
1.0,2.0,0.1,303.15,0.35,"[0.09999999999999988, 0.09999999999999984, 0.09999999999999984, 0.09999999999999984, 0.0, 0.09997921468237259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09999999999999984, 0.0, 0.0, 0.0, 0.09999999999999988, 0.0, 0.0]",-0.00010144303675311173
1.0,2.0,0.16681005372000587,283.15,0.45,"[0.16681005322048353, 0.12341699279824377, 0.12341699348729634, 0.12341703671598256, 0.0, 0.12328306480892831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08418717852807613, 0.13094908477432698, 0.0, 0.0, 0.06547732012102112, 0.13094195886450866, 0.0, 0.0]",-2.5929457567081577e-5
1.0,2.0,0.16681005372000587,288.15,0.45,"[0.1668100536885073, 0.13151715261173175, 0.1315171526165813, 0.13151715327894634, 0.0, 0.13136912806488893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08917946020049936, 0.14715808229051136, 0.0, 0.0, 0.04429385325156143, 0.14715781391519178, 0.0, 0.0]",-4.3542172352758365e-5
1.0,2.0,0.16681005372000587,293.15,0.45,"[0.1668100537199174, 0.13782762457769107, 0.13782762457769154, 0.13782762457810055, 0.0, 0.13768206661734742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09590134498716656, 0.1643737249637359, 0.0, 0.0, 0.006744605154582137, 0.16437372689481988, 0.0, 0.0]",-5.590295001671938e-5
1.0,2.0,0.16681005372000587,298.15,0.4,"[0.16681005372000596, 0.14959422991396598, 0.14959422991396598, 0.14959422991396565, 0.0, 0.14959422991396565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07118061887693146, 0.16681005372000596, 0.0, 0.0, 0.0, 0.1667099673295177, 0.0, 0.0]",-5.0777539060735216e-5
1.0,2.0,0.16681005372000587,303.15,0.4,"[0.16681005372000574, 0.16380289803288256, 0.16380289803288256, 0.16376398517394933, 0.0, 0.16380289803288256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015280226706772803, 0.166810053720006, 0.0, 0.0, 0.0, 0.166810053720006, 0.0, 0.0]",-0.000135666831820737
1.0,2.0,0.2782559402207124,283.15,0.65,"[0.2782559402207123, 0.1513107140542328, 0.1513107140542328, 0.15242599168939658, 0.0019073684015751583, 0.14892655301467853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11839162884079175, 0.13754806925331986, 0.0008687698668294177, 0.0, 0.145923897905782, 0.12536610339455856, 0.029060470238087468, 0.006152133271443659]",-0.0003069971388901116
1.0,2.0,0.2782559402207124,288.15,0.65,"[0.2782559402207123, 0.16774321370914913, 0.1677432137091493, 0.16799794730871664, 0.0004938838160450643, 0.16560803979771085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13077885120783672, 0.15353328131734587, 0.0001805209085661832, 0.0, 0.16154741828780314, 0.1412721094344845, 0.03145772559263331, 0.004753431672878547]",-0.0005616856075080982
1.0,2.0,0.2782559402207124,293.15,0.6,"[0.27825593993841097, 0.18319412591230202, 0.1832309711807141, 0.18323267455389666, 3.759937422595466e-6, 0.18282111382342908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14193804321222825, 0.16934462788677804, 0.0, 0.0, 0.17572984494103144, 0.15863277857172248, 0.030271808448439876, 0.0009302654687091504]",-0.0010601485365272563
1.0,2.0,0.2782559402207124,298.15,0.5,"[0.278255940220553, 0.19838051501442577, 0.19853768241621547, 0.19853768241621592, 0.0, 0.1985376824161718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1494138845869697, 0.18514987201752936, 0.0, 0.0, 0.1866404184578111, 0.17781955982052833, 0.022952966552605123, 0.0]",-6.65461791839192e-5
1.0,2.0,0.2782559402207124,303.15,0.5,"[0.27825593983634933, 0.21312866514887033, 0.21312868330655932, 0.21312882680605744, 0.0, 0.21312882834324387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1528996060169528, 0.20024411430599584, 0.0, 0.0, 0.19456623331699685, 0.1978384625949841, 0.008154084325477842, 0.0]",-9.37383780480002e-5
1.0,2.0,0.4641588833612779,283.15,0.65,"[0.4641588833612784, 0.16385503114267844, 0.16385503114267813, 0.18275987279828426, 0.025189569879468587, 0.16314466871284633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13274251048216823, 0.14683516986229656, 0.01650234953457057, 0.0, 0.16929477528940828, 0.12501703137098796, 0.06389428542226099, 0.02623098486243967]",-7.107044433296159e-5
1.0,2.0,0.4641588833612779,288.15,0.65,"[0.4641588833612784, 0.1846846132403041, 0.1846846132403041, 0.2064163543689296, 0.03156393915645681, 0.18502193790327778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14948518986890208, 0.16629529276543625, 0.020171489474658785, 0.0, 0.19353444067930203, 0.14151432399599584, 0.07847038022404113, 0.030984359289432193]",-0.00011133077387838582
1.0,2.0,0.4641588833612779,293.15,0.65,"[0.4641588833612784, 0.20660312726159347, 0.20660312726159347, 0.23024066447661476, 0.037753919408289684, 0.20795837246414658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1669377761241445, 0.18722570272026115, 0.02352384442510223, 0.0, 0.21909880772507462, 0.15982290462746682, 0.09311159770724257, 0.03535106974480438]",-8.026054713207866e-5
1.0,2.0,0.4641588833612779,298.15,0.65,"[0.4641588833612784, 0.22968256607810908, 0.22968256607810908, 0.254147332704725, 0.04326194404004533, 0.23188132633540312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1847894122476058, 0.20943514577254843, 0.026307003309450187, 0.0, 0.24481991181918572, 0.17994512986087685, 0.10707272271505774, 0.03897857047674108]",-0.0001817664480489902
1.0,2.0,0.4641588833612779,303.15,0.65,"[0.4641588833612784, 0.25351290563444734, 0.25351290563444734, 0.2775531145601744, 0.04743085654042619, 0.25623827807979976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.202466640864572, 0.2326339382171845, 0.02828015922281078, 0.0, 0.27030030804795396, 0.20184523870650717, 0.11937021130904762, 0.041569639518481166]",-0.00021864951531400594
1.0,2.0,0.7742636826811271,283.15,0.65,"[0.7742636826811264, 0.171120144241834, 0.171120144241834, 0.2049923081768843, 0.03852632921251778, 0.17253279757413176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14351783473393254, 0.15080087204832526, 0.025165980703713495, 0.0, 0.1879499692728738, 0.12199783795416813, 0.08764602997461748, 0.03658823950751678]",-5.726521909540557e-5
1.0,2.0,0.7742636826811271,288.15,0.65,"[0.7742636826811264, 0.1944866989611556, 0.1944866989611556, 0.2353586957039841, 0.04942744196297221, 0.19805020391162362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16419736950442163, 0.17184139407786633, 0.03111104229711068, 0.0, 0.22007973579251372, 0.13777685150482552, 0.11083584728679687, 0.04431647659481654]",-0.00011554152063693666
1.0,2.0,0.7742636826811271,293.15,0.65,"[0.7742636826811264, 0.22008076169799076, 0.22008076169799076, 0.26781241048403237, 0.06155846247560381, 0.2261019568924603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18664335082547, 0.19496338013862205, 0.0372853735535973, 0.0, 0.25511273146983754, 0.15545243208054088, 0.13645286257270678, 0.05234302331419605]",-0.00030998645434785334
1.0,2.0,0.7742636826811271,298.15,0.65,"[0.7742636826811264, 0.24760871481244556, 0.24760871481244556, 0.3017189672590666, 0.07480068068032071, 0.25629608779141017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.210399432474145, 0.22015532451908248, 0.04370822138028399, 0.0, 0.29319929853018445, 0.17522085164752185, 0.16419091546251885, 0.060641107303244554]",-0.0002559619581402464
1.0,2.0,0.7742636826811271,303.15,0.65,"[0.7742636826811264, 0.2770563040026634, 0.2770563040026634, 0.33681787722010265, 0.08899480718794159, 0.2885137586415833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23538230584965242, 0.24747167921766092, 0.05028299430724029, 0.0, 0.333668431283202, 0.19726333087852593, 0.19355814170325603, 0.06903891245152276]",-0.0002532302535369719
1.0,2.0,1.2915496650148839,283.15,0.65,"[1.2915496650148834, 0.17558665334692242, 0.17558665334692242, 0.22001941145442763, 0.04589913216971051, 0.17832025923282488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15102192899281533, 0.15273150520149686, 0.029852852187157893, 0.0, 0.20063895629503825, 0.1194831217011823, 0.10255571360074496, 0.042382624653842]",-9.301367106043096e-5
1.0,2.0,1.2915496650148839,288.15,0.65,"[1.2915496650148834, 0.20072405855972947, 0.20072405855972947, 0.2555925066819924, 0.05921431192586077, 0.2063038116744266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17440112889456194, 0.17449253135169984, 0.03699362547533483, 0.0, 0.23802125427431392, 0.13459150111498416, 0.13118450227132342, 0.051750867887728515]",-0.00032605072786641323
1.0,2.0,1.2915496650148839,293.15,0.65,"[1.2915496650148834, 0.2285905464024094, 0.2285905464024094, 0.29458276767595387, 0.07451476341339035, 0.23759055532201054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2005027426468358, 0.19870162523858784, 0.04470437965710896, 0.0, 0.2799536430250271, 0.15161903728959436, 0.16368771840925125, 0.061887745442814994]",-0.00027147079770534026
1.0,2.0,1.2915496650148839,298.15,0.65,"[1.2915496650148839, 0.25909157578172887, 0.25909157578172887, 0.33665303041745237, 0.09187236877926602, 0.27203862115324584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22886054177060883, 0.22544593721192105, 0.05310031362179793, 0.0, 0.32687191514462277, 0.17078591069539498, 0.2001572571359206, 0.07287929188345957]",-0.0003323875110516904
1.0,2.0,1.2915496650148839,303.15,0.65,"[1.2915496650148834, 0.2923964518142278, 0.2923964518142278, 0.38184822148617914, 0.11140510411350209, 0.30979074957483993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25957129339582785, 0.2549372533349984, 0.0621823516216934, 0.0, 0.37845923236871204, 0.1923307918931534, 0.24050977265935228, 0.0846823963254492]",-0.0003353861441259895
1.0,2.0,2.154434690031884,283.15,0.65,"[2.1544346900318803, 0.17821085230870368, 0.17821085230870368, 0.22957107537923965, 0.050078577681559905, 0.1817109020058595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15562371541945438, 0.1536598022506071, 0.03256340092119083, 0.0, 0.20897036704445396, 0.11777725742153401, 0.11173824953794634, 0.045779751486573275]",-7.988182237576295e-5
1.0,2.0,2.154434690031884,288.15,0.65,"[2.1544346900318803, 0.20458218862347397, 0.20458218862347397, 0.2689107534129062, 0.0647726075259788, 0.21136303804540474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18121990414924286, 0.17586427749365696, 0.04034890361873797, 0.0, 0.24939797462309427, 0.1324619633741311, 0.14360740618678897, 0.056058430143705984]",-0.00014045111552333063
1.0,2.0,2.154434690031884,293.15,0.65,"[2.1544346900318803, 0.23377477448835615, 0.23377477448835615, 0.3123302211849108, 0.08180876007742331, 0.24453290279467665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2095323951693798, 0.20058256234022423, 0.04901630438288014, 0.0, 0.296044320975031, 0.14902929270790852, 0.18039976312587336, 0.06751237558406158]",-0.00017463503257623533
1.0,2.0,2.154434690031884,298.15,0.65,"[2.1544346900318803, 0.2662581682858802, 0.2662581682858802, 0.3604719655517243, 0.10144375851117227, 0.2817345892187923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2410224540726126, 0.22811537223179693, 0.05857714149981355, 0.0, 0.3485402041151303, 0.16771065642417568, 0.22232007015263333, 0.08010887273028912]",-0.0002777862391979021
1.0,2.0,2.154434690031884,303.15,0.65,"[2.1544346900318803, 0.3020380937222203, 0.3020380937222203, 0.4132333339680012, 0.12393286284797111, 0.32300953223942597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2757778192849468, 0.25877296470967265, 0.06920246605525472, 0.0, 0.40748036408183863, 0.18880687077411634, 0.26956366635763856, 0.09403262196270787]",-0.0003351901172924151
1.0,2.0,3.5938136638046276,283.15,0.65,"[3.5938136638046307, 0.17987269287544264, 0.17987269287544264, 0.2356691461889478, 0.052522415140193596, 0.18383150093872067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1587379031258228, 0.15420562162995377, 0.03412332656524766, 0.0, 0.2139692783483909, 0.11671505492623964, 0.11725165087246348, 0.04775594291007808]",-5.630250715508776e-5
1.0,2.0,3.5938136638046276,288.15,0.65,"[3.5938136638046307, 0.20683112994982364, 0.20683112994982364, 0.2771876646304332, 0.06796157727953515, 0.21429087866714233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18520568596701467, 0.17652907876786536, 0.04235924531742801, 0.0, 0.2566887680797666, 0.13110224850808713, 0.15122115184972926, 0.05864505529953913]",-8.721959572704908e-5
1.0,2.0,3.5938136638046276,293.15,0.65,"[3.5938136638046307, 0.2370218572124394, 0.2370218572124394, 0.32382265477527744, 0.0860122340538822, 0.24880311849492867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2152874759323154, 0.20156725664222813, 0.051536842958594814, 0.0, 0.3058462514584138, 0.14737039113543987, 0.19057458936179283, 0.07080607246780994]",-0.00028127426027961864
1.0,2.0,3.5938136638046276,298.15,0.65,"[3.5938136638046307, 0.27063434770245465, 0.27063434770245465, 0.3758807972135841, 0.10693582594386963, 0.28757796971994976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24874511009414768, 0.22951667734256812, 0.06184691134165935, 0.0, 0.36207621421582026, 0.16574013563520737, 0.23584115859920532, 0.08443125727805105]",-0.0002681529221911155
1.0,2.0,3.5938136638046276,303.15,0.8,"[3.5938136638046307, 0.30801203730461013, 0.30801203730461013, 0.43405795460338387, 0.13118802086868317, 0.32969139784118245, 0.0, 0.0008155136493024416, 0.0008154377053939246, 0.0007472297612109432, 0.0, 0.0, 0.28602097786435254, 0.2609024862659608, 0.07344549914373305, 0.0, 0.4253531537461499, 0.1866562562281137, 0.28701384114581885, 0.09909910925020804]",-0.0002389489042326343
1.0,2.0,5.99484250318941,283.15,0.65,"[5.994842503189418, 0.1808791972723844, 0.18087919727238444, 0.23943195656981464, 0.053947500090522335, 0.1850991499877129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16052416406375167, 0.15446967562234967, 0.035048972897299045, 0.0, 0.2170267190585216, 0.11604266924789565, 0.120624926747552, 0.048923511756854735]",-3.768222970497874e-5
1.0,2.0,5.99484250318941,288.15,0.65,"[5.994842503189416, 0.20831856639418875, 0.20831856639418875, 0.28252882407526864, 0.06983599116548586, 0.21617663944790622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18772709149729122, 0.17688995494416335, 0.04351316774546007, 0.0, 0.26089143969549317, 0.1302489974305628, 0.1558198462553891, 0.06012740358395244]",-0.00012639012338703083
1.0,2.0,5.99484250318941,293.15,0.65,"[5.994842503189416, 0.23895859962359925, 0.23895859962359925, 0.330941260923642, 0.08846550617916123, 0.251328895722163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21877467053667385, 0.20209355898825926, 0.05305258111702868, 0.0, 0.3119260980058755, 0.14634605716049334, 0.19674001499215835, 0.0727886246449689]",-0.00024524114065815677
1.0,2.0,5.99484250318941,298.15,0.65,"[5.994842503189416, 0.2732938078284982, 0.2732938078284982, 0.3855671749873847, 0.11013960441046547, 0.2910900367817278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25354513077031626, 0.2302796355114705, 0.06380777469707424, 0.0, 0.37037990607308585, 0.16451636289298224, 0.24403420871223405, 0.08702035419173494]",-0.0002923385187891908
1.0,2.0,5.99484250318941,303.15,0.8,"[5.994842503189416, 0.31165059672420437, 0.31165059672420437, 0.44735698047530426, 0.13546549044935682, 0.3326746476557524, 0.0, 0.0018767911773916314, 0.0018767903980188199, 0.001718731704421949, 0.0, 0.0, 0.2923276553155436, 0.2621519795151055, 0.07602785339846961, 0.0, 0.4361756459958139, 0.18540711677668806, 0.2973734027285825, 0.1017629272796138]",-0.00025739614894853424
1.0,2.0,10.0,283.15,0.65,"[10.0, 0.18154928095725437, 0.18154928095725437, 0.24183223693017666, 0.054798564027239, 0.18592511297976655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16167918128574849, 0.15462531563839393, 0.03558108274938049, 0.0, 0.21876438953803523, 0.11563061811609492, 0.12264397043507473, 0.04959630051589857]",-8.380739630824495e-5
